Explicit URL,Type,Published,Is featured?,Visibility in catalog,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Parent,Categories,Name,Regular price,Description,Images,SKU,Lifestage,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Dry Dog Food,,"Why Feed a Limited Ingredient Diet? Sometimes what's NOT in your dog's food is just as important as what is. At Natural Balance we realize feeding your dog a simpler premium dog food diet with fewer ingredients gives you control of exactly which ingredients your dog eats. When you want to keep it simple, Natural Balance L.I.D. Limited Ingredient Diets dog food helps you feed your dog's greatness. Our dry dog food chicken and sweet potato formula is made with U.S. farm-raised chicken as the first ingredient and features limited, easily digestible, carbohydrate sources. This chicken and sweet potato formula has everything you want to feed your dog and nothing you don't, with no added peas, pea protein, lentils, legumes, corn, wheat, or soy. U.S. farm-raised chicken is the #1 ingredient Supported by Natural Balance's 'Buy With Confidence ' guarantee, ensuring quality, safety, and nutrition in every bite 100% satisfaction guaranteed with your Natural Balance L.I.D. small breed dog food purchase, learn more at naturalbalanceinc.com Produced in the USA with the world's finest ingredients With over 125 years of combined pet food experience across Board-Certified Clinical Veterinarians, Animal Nutritionists, Research Scientists, Design Engineers, and Pet Feeding Analysts working to design our proprietary formulas, we've got you - and your dog - covered in delivering nutrition, quality, and taste in dry dog food formulas you can feel good about","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-10.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169063-center-9.jpg",3169080,Adult,Grain Free,No,1,1,,,,,Form,Dry,1,1,Primary Flavor,Chicken,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"4 LBS, 12 LBS, 24 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3169080,,"Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Dry Dog Food, 4 LBS",$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3169080,,"Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Dry Dog Food, 12 LBS",$41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,12 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3169080,,"Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Dry Dog Food, 24 LBS",$62.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,24 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-duck-and-potato-puppy-formula-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Duck & Potato Puppy Formula Dry Dog Food,,"Why Feed a Limited Ingredient Diet? Sometimes what's NOT in your dog's food is just as important as what is. At Natural Balance we realize feeding your dog a simpler premium dry dog food diet with fewer ingredients gives you control of exactly which ingredients your dog eats. When you want to keep it simple, Natural Balance L.I.D. Limited Ingredient Diets provides a dog food option to help you feed your puppy's greatness. Our puppy dog food formula is designed to accommodate the unique needs of your puppy. Every bite is formulated with DHA from marine sources to help support neural development and is specifically shaped for smaller jaws. Our duck and potato formula has everything you want to feed your dog and nothing you don't, with no added peas, pea protein, lentils, legumes, corn, wheat, or soy. Farm-raised duck is the #1 ingredient Supported by Natural Balance's 'Buy With Confidence ' guarantee, ensuring quality, safety, and nutrition in every bite 100% satisfaction guaranteed with your Natural Balance L.I.D. small breed dog food purchase, learn more at naturalbalanceinc.com Produced in the USA with the world's finest ingredients With over 125 years of combined pet food experience across Board-Certified Clinical Veterinarians, Animal Nutritionists, Research Scientists, Design Engineers, and Pet Feeding Analysts working to design our proprietary formulas, we've got you - and your dog - covered in delivering nutrition, quality, and taste in dry dog food formulas you can feel good about","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-10.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3168968-center-9.jpg",3168917,Puppy,Grain Free,No,1,1,,,,,Form,Dry,1,1,Primary Flavor,Duck,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"4 LBS, 24 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-duck-and-potato-puppy-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3168917,,"Natural Balance L.I.D. Limited Ingredient Diets Duck & Potato Puppy Formula Dry Dog Food, 4 LBS",$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-duck-and-potato-puppy-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3168917,,"Natural Balance L.I.D. Limited Ingredient Diets Duck & Potato Puppy Formula Dry Dog Food, 24 LBS",$59.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,24 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-puppy-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Puppy Food,,"Help bring out your best bud's best with the select, simple, premium ingredients and delicious taste of Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Puppy Formula Dry Dog Food. This grain-inclusive premium dog food is made with no gluten ingredients. The first ingredient is real lamb, which provides amino acids - to help build the strong muscles your dog needs to make the most of your adventures together. Meanwhile, whole-grain brown rice contains fiber to help support healthy digestion. And with essential vitamins and minerals, this delicious lamb and brown rice formula dog food is complete and balanced for growing puppies. To top it all off, like all Natural Balance products, it's backed by our Buy With Confidence promise, so you can rest assured that it's healthy, tasty and safe. Premium dog food for growing puppies Produced in the USA with the world's finest ingredients Features real lamb as the #1 ingredient Provides essential amino acids to help build strong muscles Contains fiber to help support healthy digestion Includes no added potatoes, corn, fillers, wheat or soy","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-10.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-9.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131276-center-2.jpg",3131276,Puppy,Grain Free,No,1,1,Line,L.I.D.,1,1,Form,Dry,1,1,Primary Flavor,Lamb,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"4 LBS, 12 LBS, 24 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3131276,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Puppy Food, 4 LBS",$15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,4 IN,1,1,Height,13.75 IN,1,1,Width,8 IN,1,1,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3131276,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Puppy Food, 12 LBS",$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,3.5 IN,1,1,Height,20.5 IN,1,1,Width,12.75 IN,1,1,Weight,12 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3131276,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Puppy Food, 24 LBS",$48.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,3.75 IN,1,1,Height,23.5 IN,1,1,Width,16 IN,1,1,Weight,24 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-small-breed-formula-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Small Breed Formula Dry Dog Food,,"Help bring out your best bud's best with the select, simple, premium ingredients and delicious taste of Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Small Breed Formula Dry Dog Food. This grain-inclusive premium dog food is made with no gluten ingredients. The first ingredient is real lamb, which provides amino acids - to help build the strong muscles your dog needs to make the most of your adventures together. Meanwhile, whole-grain brown rice contains fiber to help support healthy digestion and our smaller kibble is designed to accommodate the unique needs of your small breed dog. And with essential vitamins and minerals, this delicious lamb and brown rice formula dog food is complete and balanced. To top it all off, like all Natural Balance products, it's backed by our Buy With Confidence promise, so you can rest assured that it's healthy, tasty and safe. Premium dog food for small breed dogs Produced in the USA with the world's finest ingredients Features real lamb as the #1 ingredient Provides essential amino acids to help build strong muscles Contains fiber to help support healthy digestion Includes no added potatoes, corn, fillers, wheat or soy","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-10.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-9.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131313-center-2.jpg",3131313,Adult,Grain Free,No,1,1,Line,L.I.D.,1,1,Form,Dry,1,1,Primary Flavor,Lamb,1,1,Live Food,No,1,1,Breed Size,Small Breed,1,1,,,,,,,,,,,,,Weight,"4 LBS, 12 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-small-breed-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3131313,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Small Breed Formula Dry Dog Food, 4 LBS",$15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,4 IN,1,1,Height,13.75 IN,1,1,Width,8 IN,1,1,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-small-breed-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3131313,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Small Breed Formula Dry Dog Food, 12 LBS",$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,3.5 IN,1,1,Height,20.5 IN,1,1,Width,12.75 IN,1,1,Weight,12 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-sweet-potato-formula-small-breed-bites-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Salmon & Sweet Potato Formula Small Breed Bites Dry Dog Food,,"Why Feed a Limited Ingredient Diet? Sometimes what's NOT in your dog's food is just as important as what is. At Natural Balance we realize feeding your dog a simpler premium dry dog food diet with fewer ingredients gives you control of exactly which ingredients your dog eats. When you want to keep it simple, Natural Balance L.I.D. Limited Ingredient Diets provides a dog food option to help you feed your dog's greatness. Our Small Breed Bites small breed dog food kibble is designed for smaller jaws and formulated to meet the unique nutritional needs of your dog. Every bite is packed with flavor and rich in nutrients, and the crunchy texture of this premium dry dog food helps promote clean teeth and healthy gums. Our salmon and sweet potato formula has everything you want to feed your dog and nothing you don't, with no added peas, pea protein, lentils, legumes, corn, wheat, or soy. Salmon is the #1 ingredient Supported by Natural Balance's 'Buy With Confidence ' guarantee, ensuring quality, safety, and nutrition in every bite 100% satisfaction guaranteed with your Natural Balance L.I.D. small breed dog food purchase, learn more at naturalbalanceinc.com Produced in the USA with the world's finest ingredients With over 125 years of combined pet food experience across Board-Certified Clinical Veterinarians, Animal Nutritionists, Research Scientists, Design Engineers, and Pet Feeding Analysts working to design our proprietary formulas, we've got you - and your dog - covered in delivering nutrition, quality, and taste in dry dog food formulas you can feel good about","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-10.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169012-center-9.jpg",3169021,Adult,Grain Free,No,1,1,,,,,Form,Dry,1,1,Primary Flavor,Fish,1,1,Live Food,No,1,1,Breed Size,Small Breed,1,1,,,,,,,,,,,,,Weight,"4 LBS, 12 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-sweet-potato-formula-small-breed-bites-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3169021,,"Natural Balance L.I.D. Limited Ingredient Diets Salmon & Sweet Potato Formula Small Breed Bites Dry Dog Food, 4 LBS",$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-sweet-potato-formula-small-breed-bites-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3169021,,"Natural Balance L.I.D. Limited Ingredient Diets Salmon & Sweet Potato Formula Small Breed Bites Dry Dog Food, 12 LBS",$41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,12 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Dog Food,,"Help bring out your best bud's best with the select, simple, premium ingredients and delicious taste of Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Dog Food. This grain-inclusive premium dog food is made with no gluten ingredients. The first ingredient is real lamb, which provides amino acids - to help build the strong muscles your dog needs to make the most of your adventures together. Meanwhile, the brown rice contains fiber to help support healthy digestion. And with essential vitamins and minerals, this delicious lamb and brown rice formula dog food is complete and balanced for adult dogs of all sizes. To top it all off, like all Natural Balance products, it's backed by our Buy With Confidence promise, so you can rest assured that it's healthy, tasty and safe. Premium dog food for adult dogs of all sizes Produced in the USA with the world's finest ingredients Features real lamb as the #1 ingredient Provides essential amino acids to help build strong muscles Contains fiber to help support healthy digestion Includes no added potatoes, corn, fillers, wheat or soy","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-9.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131356-center-5.jpg",3131372,Adult,Grain Free,No,1,1,Line,L.I.D.,1,1,Form,Dry,1,1,Primary Flavor,Lamb,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"4 LBS, 12 LBS, 26 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3131372,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Dog Food, 4 LBS",$14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,4 IN,1,1,Height,13.75 IN,1,1,Width,8 IN,1,1,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3131372,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Dog Food, 12 LBS",$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,3.5 IN,1,1,Height,20.5 IN,1,1,Width,12.75 IN,1,1,Weight,12 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3131372,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Dry Dog Food, 26 LBS",$48.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,3.75 IN,1,1,Height,25 IN,1,1,Width,16 IN,1,1,Weight,26 LBS,1,1
