Explicit URL,Type,Published,Is featured?,Visibility in catalog,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Parent,Categories,Name,Regular price,Description,Images,SKU,Lifestage,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-sweet-potato-formula-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Salmon & Sweet Potato Formula Dry Dog Food,,"Why Feed a Limited Ingredient Diet? Sometimes what's NOT in your dog's food is just as important as what is. At Natural Balance we realize feeding your dog a simpler premium dry dog food diet with fewer ingredients gives you control of exactly which ingredients your dog eats. When you want to keep it simple, Natural Balance L.I.D. Limited Ingredient Diets provides a dog food option to help you feed your dog's greatness. Our dry dog food salmon and sweet potato formula is made with real salmon as the first ingredient and features limited, easily digestible, carbohydrate sources. This salmon and sweet potato formula has everything you want to feed your dog and nothing you don't, with no added peas, pea protein, lentils, legumes, corn, wheat, or soy. Real salmon is the #1 ingredient Supported by Natural Balance's 'Buy With Confidence ' guarantee, ensuring quality, safety, and nutrition in every bite 100% satisfaction guaranteed with your Natural Balance L.I.D. small breed dog food purchase, learn more at naturalbalanceinc.com Produced in the USA with the world's finest ingredients With over 125 years of combined pet food experience across Board-Certified Clinical Veterinarians, Animal Nutritionists, Research Scientists, Design Engineers, and Pet Feeding Analysts working to design our proprietary formulas, we've got you - and your dog - covered in delivering nutrition, quality, and taste in dry dog food formulas you can feel good about","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-10.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3169039-center-9.jpg",3168950,Adult,Grain Free,No,1,1,,,,,Form,Dry,1,1,Primary Flavor,Fish,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"4 LBS, 12 LBS, 24 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-sweet-potato-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3168950,,"Natural Balance L.I.D. Limited Ingredient Diets Salmon & Sweet Potato Formula Dry Dog Food, 4 LBS",$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-sweet-potato-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3168950,,"Natural Balance L.I.D. Limited Ingredient Diets Salmon & Sweet Potato Formula Dry Dog Food, 12 LBS",$41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,12 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-sweet-potato-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3168950,,"Natural Balance L.I.D. Limited Ingredient Diets Salmon & Sweet Potato Formula Dry Dog Food, 24 LBS",$62.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,24 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-large-breed-formula-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Large Breed Formula Dry Dog Food,,"Help bring out your best bud's best with the select, simple, premium ingredients and delicious taste of Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Large Breed Formula Dry Dog Food. This grain-inclusive premium dog food is made with no gluten ingredients. The first ingredient is real lamb, which provides amino acids - to help build the strong muscles your dog needs to make the most of your adventures together. Meanwhile, whole-grain brown rice contains fiber to help support healthy digestion. And with essential vitamins and minerals, this delicious lamb and brown rice formula dog food is complete and balanced to meet the unique nutritional needs of your large breed dog. Designed for large jaws and teeth, this kibble encourages large breed dogs to chew properly and eat slower, while the crunchy texture helps promote clean teeth and healthy gums. Premium dog food for large breed dogs Produced in the USA with the world's finest ingredients Features real lamb as the #1 ingredient Provides essential amino acids to help build strong muscles Contains fiber to help support healthy digestion Includes no added potatoes, corn, fillers, wheat or soy","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-10.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-9.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3131305-center-2.jpg",3131292,Adult,Grain Free,No,1,1,Line,L.I.D.,1,1,Form,Dry,1,1,Primary Flavor,Lamb,1,1,Live Food,No,1,1,Breed Size,Large Breed,1,1,,,,,,,,,,,,,Weight,"12 LBS, 26 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-large-breed-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3131292,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Large Breed Formula Dry Dog Food, 12 LBS",$28.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,3.5 IN,1,1,Height,20.5 IN,1,1,Width,12.75 IN,1,1,Weight,12 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-large-breed-formula-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3131292,,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Large Breed Formula Dry Dog Food, 26 LBS",$50.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,3.75 IN,1,1,Height,25 IN,1,1,Width,16 IN,1,1,Weight,26 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-small-bites-with-chicken-meal-and-barley-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Hill's Science Diet Adult Light Small Bites with Chicken Meal & Barley Dry Dog Food,,"Hill's Science Diet Light Small Bites Adult dry dog food is precise nutrition for less active adult dogs requiring a low calorie food to maintain a healthy weight & lifestyle. Delicious chicken flavor in a small bite size for those that prefer variety. Low calories & L Carnitine help promote ideal body weight, support healthy mobility & maintain heart function. High quality protein & natural fibers help satisfy hunger between meals. Omega 6s & Vitamin E for beautiful skin & coat Made in the USA with global ingredients you can trust Small kibble dog food with 18% fewer calories vs. Science Diet Adult Provides L carnitine to promote healthy body weight and heart function Quality protein and natural fibers help keep your dog satisfied between meals Supports healthy skin and coat with omega 6 fatty acids and vitamin E Made with natural ingredients Fresh new look, coming soon!","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987144-center-9.jpg",802816,Adult,Grain Free,No,1,1,Line,Science Diet,1,1,Form,Dry,1,1,Primary Flavor,Chicken,1,1,Live Food,No,1,1,Breed Size,Small Breed,1,1,,,,,,,,,,,,,Weight,"5 LBS, 15 LBS, 30 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-small-bites-with-chicken-meal-and-barley-dry-dog-food,variation,1,0,visible,none,1,0,1,0,802816,,"Hill's Science Diet Adult Light Small Bites with Chicken Meal & Barley Dry Dog Food, 5 LBS",$14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,7.47 IN,1,1,Height,10 IN,1,1,Width,5.56 IN,1,1,Weight,5 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-small-bites-with-chicken-meal-and-barley-dry-dog-food,variation,1,0,visible,none,1,0,1,0,802816,,"Hill's Science Diet Adult Light Small Bites with Chicken Meal & Barley Dry Dog Food, 15 LBS",$30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,20 IN,1,1,Height,5.75 IN,1,1,Width,13.33 IN,1,1,Weight,15 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-small-bites-with-chicken-meal-and-barley-dry-dog-food,variation,1,0,visible,none,1,0,1,0,802816,,"Hill's Science Diet Adult Light Small Bites with Chicken Meal & Barley Dry Dog Food, 30 LBS",$51.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,23.62 IN,1,1,Height,7.75 IN,1,1,Width,15.75 IN,1,1,Weight,30 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/gentle-giants-chicken-world-class-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Gentle Giants Chicken World Class Dry Dog Food,,"Gentle Giants World Class Canine Nutrition Classic 'Quality of Life' TM Feast Dog and Puppy Food is a wholesome blend of Non-GMO Super Premium Natural Ingredients, including farm-raised chicken, pearled barley, brown rice, oatmeal and a medley of 8 nutritious fruits and vegetables, including peas, sweet potatoes, carrots, spinach, pumpkin, cranberries, blueberries, and apples. Plus, Gentle Giants has the superfood functional ingredient New Zealand Green Mussels that helps support your pet's healthy joints, reduces inflammation, is a powerful natural source of glucosamine and chondroitin, and can help restore bone strength. Burt Ward, Robin the Boy Wonder from the BATMAN TV series, and his wife, Tracy, have developed a unique dog and puppy food and a Special Feeding and Care Program over 25 years rescuing and caring for more than 15,500 dogs that has achieved amazing success, with dogs living as long as 27 years with a wonderful quality of life Added Chelated vitamins and minerals, antioxidants and supplements such as Vitamin A, Vitamin B12, Vitamin C, Vitamin E, Taurine and Niacin improves digestion, increases absorption of nutrients, maximizes nutrition, and supports optimal health No Fillers, No Corn, No Wheat, No Soy, No BHA, No BHT, No Ethoxyquin, No By-Products, No Artificial Colors or Dyes, No Artificial Flavors, and No Artificial Preservatives Added vitamins and minerals, antioxidants and supplements improves digestion, increases absorption of nutrients, maximizes nutrition, and supports optimal health Is your dog food NON GMO? Our Gentle Giants World Class Canine Nutrition dog and puppy foods are certified by our ingredient suppliers to not contain Genetically Modified Organisms (NON GMO)","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3210476-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3210476-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3210476-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3210476-center-3.jpg",3210476,All Lifestages,Grain Free,No,1,1,,,,,Form,Dry,1,1,Primary Flavor,Chicken,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"3.5 LBS, 15 LBS, 30 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/gentle-giants-chicken-world-class-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3210476,,"Gentle Giants Chicken World Class Dry Dog Food, 3.5 LBS",$6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,12 IN,1,1,Height,4.5 IN,1,1,Width,10.5 IN,1,1,Weight,3.5 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/gentle-giants-chicken-world-class-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3210476,,"Gentle Giants Chicken World Class Dry Dog Food, 15 LBS",$21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,28 IN,1,1,Height,3.8 IN,1,1,Width,13 IN,1,1,Weight,15 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/gentle-giants-chicken-world-class-dry-dog-food,variation,1,0,visible,none,1,0,1,0,3210476,,"Gentle Giants Chicken World Class Dry Dog Food, 30 LBS",$35.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,33 IN,1,1,Height,5 IN,1,1,Width,16 IN,1,1,Weight,30 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-lid-beef-and-pea-adult-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dog Food Flavors > Dog Food With Beef,WholeHearted Grain Free All Life Stages Beef & Pea Formula Dry Dog Food,,"The WholeHearted Grain Free All Life Stages Beef & Pea Formula Dry Dog Food offers complete nutrition with probiotics in an irresistible flavor and texture. Omega-3 fatty acids, antioxidants, vitamins and minerals are included as well to provide them with balanced nutrition. Guaranteed canine probiotic strains help maintain healthy digestion Omega-3 and Omega-6 Fatty Acids for Healthy Skin & Coat No Corn, Wheat, Soy or Grains of any kind Antioxidant Formula for Healthy Immunity (guaranteed levels of Vitamin E, Selenium, and Zinc) Vitamins & Minerals for Balanced Nutrition Real Beef # 1 Ingredient Grain Free, All Life Stage Formula Dry Dog Food from WholeHearted Feeding Guide","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2582201-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2582201-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2582201-right-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2582201-left-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2806462-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2806462-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2806462-center-9.jpg",2582243,All Lifestages,Grain Free,Yes,1,1,,,,,Form,Dry,1,1,Primary Flavor,Beef,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"5 LBS, 14 LB, 25 LB, 40 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-lid-beef-and-pea-adult-dog-food,variation,1,0,visible,none,1,0,1,0,2582243,,"WholeHearted Grain Free All Life Stages Beef & Pea Formula Dry Dog Food, 5 LBS",$9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,5 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-lid-beef-and-pea-adult-dog-food,variation,1,0,visible,none,1,0,1,0,2582243,,"WholeHearted Grain Free All Life Stages Beef & Pea Formula Dry Dog Food, 14 LB",$24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,14 LB,1,1
https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-lid-beef-and-pea-adult-dog-food,variation,1,0,visible,none,1,0,1,0,2582243,,"WholeHearted Grain Free All Life Stages Beef & Pea Formula Dry Dog Food, 25 LB",$39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,25 LB,1,1
https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-lid-beef-and-pea-adult-dog-food,variation,1,0,visible,none,1,0,1,0,2582243,,"WholeHearted Grain Free All Life Stages Beef & Pea Formula Dry Dog Food, 40 LBS",$52.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,40 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-baby-blue-natural-chicken-and-brown-rice-recipe-dry-puppy-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Blue Buffalo Baby Blue Natural Chicken and Brown Rice Recipe Dry Puppy Food,,"Healthy, delicious Baby BLUE gives your puppy the nutritious food he needs to develop into a happy, healthy adult. Baby BLUE includes real chicken as the first ingredient, wholesome whole grains and garden veggies REAL MEAT FIRST: Blue Buffalo foods always feature real meat as the first ingredient, that means there is more chicken than any other ingredient. High-quality protein from real chicken helps your dog build and maintain healthy muscles. Plus they contain garden veggies and fruit. FOR PUPPY DOGS: Specially formulated for puppies, Baby BLUE Puppy Food contains DHA and ARA (important fatty acids found in mother's milk) to support cognitive function and retinal health. WITH LIFESOURCE BITS: This formula contains BLUE's exclusive LifeSource Bits - a precise blend of antioxidants, vitamins and minerals carefully selected by holistic veterinarians and animal nutritionists, to support immune system health, life stage requirements, and a healthy oxidative balance. A NATURAL DOG FOOD: Baby BLUE dry dog foods are made with the finest natural ingredients enhanced with vitamins and minerals. BLUE contains NO chicken (or poultry) by-product meals, corn, wheat, soy, artificial flavors or preservatives. Contains one (1) lb. Bag of","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3096263-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3096263-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3096263-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3096263-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3096263-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3096263-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3096263-center-5.jpg",3096263,Puppy,Grain Free,No,1,1,Line,Baby Blue,1,1,Form,Dry,1,1,Primary Flavor,Chicken,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"4 LBS, 11 LBS, 24 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-baby-blue-natural-chicken-and-brown-rice-recipe-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3096263,,"Blue Buffalo Baby Blue Natural Chicken and Brown Rice Recipe Dry Puppy Food, 4 LBS",$14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,4 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-baby-blue-natural-chicken-and-brown-rice-recipe-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3096263,,"Blue Buffalo Baby Blue Natural Chicken and Brown Rice Recipe Dry Puppy Food, 11 LBS",$21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,11 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-baby-blue-natural-chicken-and-brown-rice-recipe-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3096263,,"Blue Buffalo Baby Blue Natural Chicken and Brown Rice Recipe Dry Puppy Food, 24 LBS",$41.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,24 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-large-breed-with-chicken-meal-and-barley-dry-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,Hill's Science Diet Adult Light Large Breed with Chicken Meal & Barley Dry Dog Food,,"Hill's Science Diet Large Breed Light Adult dry dog food is precise nutrition for less active adult large breed dogs that require a low calorie food to maintain a healthy weight & lifestyle. Low calories & L Carnitine help promote ideal body weight, support healthy mobility & maintain heart function. High quality protein & natural fibers help satisfy hunger between meals. Omega 6s & Vitamin E for beautiful skin & coat Fresh new look, coming soon! An adult dry food with 18% lower calories vs. Science Diet Large Breed dogs A light dog food with L carnitine to promote ideal body weight, support healthy mobility and a healthy heart Keeps your large dog satisfied between meals with high quality protein and natural fibers Nourishes your big dog's skin and supports a shiny coat with omega 6 fatty acids and vitamin E Made with natural ingredients Made in the USA with global ingredients you can trust","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-7.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-8.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/2987152-center-9.jpg",2987152,Adult,Grain Free,No,1,1,Line,Science Diet,1,1,Form,Dry,1,1,Primary Flavor,Chicken,1,1,Live Food,No,1,1,Breed Size,Large Breed,1,1,,,,,,,,,,,,,Weight,"15 LBS, 30 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-large-breed-with-chicken-meal-and-barley-dry-dog-food,variation,1,0,visible,none,1,0,1,0,2987152,,"Hill's Science Diet Adult Light Large Breed with Chicken Meal & Barley Dry Dog Food, 15 LBS",$30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,20 IN,1,1,Height,5.75 IN,1,1,Width,13.33 IN,1,1,Weight,15 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-large-breed-with-chicken-meal-and-barley-dry-dog-food,variation,1,0,visible,none,1,0,1,0,2987152,,"Hill's Science Diet Adult Light Large Breed with Chicken Meal & Barley Dry Dog Food, 30 LBS",$51.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,23.62 IN,1,1,Height,7.75 IN,1,1,Width,15.75 IN,1,1,Weight,30 LBS,1,1
